,Car_Name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
4446,Skoda Superb Petrol Ambition,"45,000 kms",Petrol,Manual,3rd Owner,2012,1197 cc,5 Seats,4 Lakh
4447,Tata Manza Aura (ABS) Quadrajet,"58,000 kms",Diesel,Manual,3rd Owner,2009,1199 cc,5 Seats,1.35 Lakh
4448,Maruti Wagon R VXI BS IV,"90,000 kms",Petrol,Manual,1st Owner,2013,1493 cc,5 Seats,3.11 Lakh
4449,Tata Hexa XM Plus,"35,000 kms",Diesel,Manual,2nd Owner,2019,1061 cc,5 Seats,13.50 Lakh
4450,Audi A6 3.0 TDI quattro,"80,000 kms",Diesel,Automatic,4th Owner,2010,1198 cc,5 Seats,5.50 Lakh
4451,Hyundai Grand i10 Sportz,"80,000 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats,2.89 Lakh
4452,Hyundai Elantra SX,"2,00,000 kms",Petrol,Manual,2nd Owner,2012,1298 cc,5 Seats,3.41 Lakh
4453,Hyundai Grand i10 Sportz,"80,000 kms",Petrol,Manual,2nd Owner,2015,1196 cc,5 Seats,3.50 Lakh
4454,Chevrolet Beat LT,"40,000 kms",Petrol,Manual,1st Owner,2011,1298 cc,5 Seats,1.70 Lakh
4455,Hyundai Verna SX Opt AT Diesel,"32,000 kms",Diesel,Automatic,1st Owner,2021,1198 cc,5 Seats,15.50 Lakh
4456,Maruti Wagon R LXI Minor,"70,000 kms",Petrol,Manual,2nd Owner,2009,1197 cc,5 Seats,1.75 Lakh
4457,Mahindra KUV 100 NXT D75 K8 5Str,"80,000 kms",Diesel,Manual,2nd Owner,2017,1197 cc,7 Seats,3.20 Lakh
4458,Maruti Swift Dzire VXI,"60,000 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats,7 Lakh
4459,Maruti Swift 1.3 VXi,"1,30,000 kms",Petrol,Manual,4th Owner,2008,1798 cc,4 Seats,1.60 Lakh
4460,Maruti Eeco 5 STR With AC Plus HTR CNG,"1,00,000 kms",Cng,Manual,4th Owner,2010,1248 cc,7 Seats,1.30 Lakh
4461,Maruti Swift Dzire VXi,"80,000 kms",Petrol,Manual,2nd Owner,2009,1197 cc,5 Seats,2.50 Lakh
4462,Nissan Micra XV CVT,"80,000 kms",Petrol,Automatic,3rd Owner,2017,624 cc,5 Seats,3.08 Lakh
4463,Hyundai i20 Sportz,"30,000 kms",Petrol,Manual,1st Owner,2020,1373 cc,5 Seats,7.50 Lakh
4464,Hyundai i20 1.2 Spotz,"30,000 kms",Petrol,Manual,1st Owner,2018,1461 cc,7 Seats,6 Lakh
4465,Maruti Wagon R VXI Minor,"90,000 kms",Petrol,Manual,2nd Owner,2011,1248 cc,5 Seats,2.50 Lakh
4466,Toyota Corolla Altis 1.8 J,"1,20,000 kms",Petrol,Manual,4th Owner,2008,1196 cc,5 Seats,1.45 Lakh
4467,Maruti Ertiga SHVS VDI,"1,57,000 kms",Diesel,Manual,1st Owner,2017,2982 cc,5 Seats,7 Lakh
4468,Maruti Wagon R VXI 1.2,"50,000 kms",Petrol,Manual,3rd Owner,2020,1199 cc,5 Seats,4.25 Lakh
4469,Tata Nano LX SE,"15,000 kms",Petrol,Manual,2nd Owner,2012,2953 cc,5 Seats,"60,000"
4470,Maruti Ertiga VXI,"90,000 kms",Petrol,Manual,4th Owner,2013,1197 cc,5 Seats,4.25 Lakh
4471,Renault Pulse RxL,"1,11,000 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats,1.90 Lakh
4472,Tata Indica Aqua 1.3 Quadrajet,"1,20,000 kms",Diesel,Manual,1st Owner,2011,1248 cc,5 Seats,1.50 Lakh
4473,Maruti Eeco CNG HTR 5-STR,"90,000 kms",Cng,Manual,4th Owner,2016,998 cc,5 Seats,3.51 Lakh
4474,Toyota Fortuner 4x2 AT,"40,000 kms",Diesel,Automatic,2nd Owner,2014,1198 cc,5 Seats,15 Lakh
4475,Tata Tiago 1.2 Revotron XZ,"1,10,000 kms",Petrol,Manual,1st Owner,2018,796 cc,5 Seats,4.25 Lakh
4476,Ford Endeavour 3.0 4x4 Thunder Plus,"2,10,000 kms",Diesel,Manual,1st Owner,2008,1197 cc,5 Seats,5.80 Lakh
4477,Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,"80,000 kms",Cng,Manual,2nd Owner,2019,1497 cc,5 Seats,5.75 Lakh
4478,Maruti Swift Dzire VXI,"1,00,000 kms",Petrol,Manual,3rd Owner,2013,796 cc,5 Seats,3.99 Lakh
4479,Maruti Swift Dzire VDi,"1,98,000 kms",Diesel,Manual,2nd Owner,2011,999 cc,5 Seats,3.25 Lakh
4480,Maruti Alto K10 VXI,"70,000 kms",Petrol,Manual,1st Owner,2019,998 cc,5 Seats,3.50 Lakh
4481,Tata Nexon 1.2 Revotron XZ Plus,"1,00,000 kms",Petrol,Manual,1st Owner,2020,2143 cc,5 Seats,7.50 Lakh
4482,Maruti Alto 800 CNG LXI,"50,000 kms",Cng,Manual,2nd Owner,2016,799 cc,5 Seats,2.35 Lakh
4483,Hyundai i20 Era 1.2,"90,000 kms",Petrol,Manual,1st Owner,2014,1086 cc,5 Seats,3.80 Lakh
4484,Honda City 1.5 V MT,"1,20,000 kms",Petrol,Manual,4th Owner,2011,1086 cc,7 Seats,2.75 Lakh
4485,Maruti Alto LXi,"90,000 kms",Petrol,Manual,3rd Owner,2012,998 cc,5 Seats,1.51 Lakh
4486,Hyundai Santro AT,"68,000 kms",Petrol,Automatic,2nd Owner,2002,1599 cc,5 Seats,1 Lakh
4487,Maruti A-Star Vxi,"1,00,000 kms",Petrol,Manual,2nd Owner,2010,998 cc,5 Seats,1.65 Lakh
4488,Mercedes-Benz C-Class 220 CDI AT,"68,551 kms",Diesel,Automatic,1st Owner,2013,1248 cc,7 Seats,12 Lakh
4489,Renault KWID RXT,"20,000 kms",Petrol,Manual,1st Owner,2021,1984 cc,5 Seats,4.50 Lakh
4490,Hyundai Santro Xing GL Plus,"1,00,000 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats,2.50 Lakh
4491,Hyundai Santro Xing GLS,"90,000 kms",Petrol,Manual,3rd Owner,2008,2446 cc,7 Seats,1.60 Lakh
4492,Maruti Wagon R LXI CNG,"90,000 kms",Cng,Manual,2nd Owner,2010,1061 cc,5 Seats,1.80 Lakh
4493,Hyundai Verna 1.6 Xi ABS,"1,00,000 kms",Petrol,Manual,1st Owner,2009,2755 cc,5 Seats,2 Lakh
4494,Maruti Wagon R VXI BS IV,"83,000 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats,3.50 Lakh
4495,Maruti Ertiga VDI,"1,20,000 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats,4.50 Lakh
4496,Volvo V40 Cross Country D3,"50,000 kms",Diesel,Automatic,2nd Owner,2014,1997 cc,5 Seats,13 Lakh
4497,Hyundai Grand i10 1.2 Kappa Sportz Option,"80,000 kms",Petrol,Manual,3rd Owner,2018,1197 cc,5 Seats,4.50 Lakh
4498,Toyota Qualis FS B1,"1,20,000 kms",Diesel,Manual,3rd Owner,2001,1493 cc,5 Seats,1.75 Lakh
4499,Maruti Wagon R LX Minor,"60,000 kms",Petrol,Manual,2nd Owner,2007,1498 cc,4 Seats,1.25 Lakh
4500,Toyota Fortuner 2.8 2WD MT BSIV,"1,14,000 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats,27.01 Lakh
4501,Maruti Swift VXI,"17,000 kms",Petrol,Manual,1st Owner,2021,1197 cc,8 Seats,6.80 Lakh
4502,Maruti Vitara Brezza ZDi Plus Dual Tone,"72,000 kms",Diesel,Manual,1st Owner,2016,1498 cc,7 Seats,7.75 Lakh
4503,Mahindra Scorpio 1.99 S10,"75,000 kms",Diesel,Manual,2nd Owner,2016,1248 cc,5 Seats,10 Lakh
4504,Hyundai i20 Asta Option CVT,"30,000 kms",Petrol,Automatic,1st Owner,2020,2184 cc,5 Seats,8.20 Lakh
4505,Hyundai Creta SX Opt Diesel AT,"60,000 kms",Diesel,Automatic,1st Owner,2020,1497 cc,5 Seats,17.75 Lakh
4506,Honda Amaze V CVT Diesel BSIV,"50,000 kms",Diesel,Automatic,1st Owner,2019,2494 cc,5 Seats,8.75 Lakh
4507,Honda Amaze VX CVT,"12,000 kms",Petrol,Automatic,1st Owner,2022,1493 cc,5 Seats,9.25 Lakh
4508,Maruti Swift VXI Optional,"67,000 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,5.75 Lakh
4509,Ford Ecosport 1.5 Diesel Titanium Plus,"50,000 kms",Diesel,Manual,1st Owner,2020,1956 cc,5 Seats,10.50 Lakh
4510,Maruti Ciaz ZDi Plus SHVS,"97,000 kms",Diesel,Manual,1st Owner,2016,1582 cc,7 Seats,6.75 Lakh
4511,Mahindra Thar LX 4-Str Hard Top Diesel AT,"17,000 kms",Diesel,Automatic,1st Owner,2021,1497 cc,5 Seats,16.50 Lakh
4512,Mahindra XUV300 W8 Option Diesel,"65,000 kms",Diesel,Manual,1st Owner,2020,1995 cc,5 Seats,10.50 Lakh
4513,Toyota Innova 2.5 GX (Diesel) 8 Seater,"1,37,000 kms",Diesel,Manual,2nd Owner,2015,1497 cc,5 Seats,8.25 Lakh
4514,Mahindra Bolero Power Plus ZLX,"48,000 kms",Diesel,Manual,1st Owner,2017,1396 cc,5 Seats,7.50 Lakh
4515,Maruti Swift Dzire VXI,"13,000 kms",Petrol,Manual,1st Owner,2020,2755 cc,5 Seats,6.75 Lakh
4516,MG Hector Sharp Diesel MT,"52,000 kms",Diesel,Manual,1st Owner,2021,1248 cc,5 Seats,17.75 Lakh
4517,Hyundai Creta 1.6 CRDi SX Plus,"68,000 kms",Diesel,Manual,2nd Owner,2017,1493 cc,7 Seats,9.75 Lakh
4518,Mahindra XUV300 W8 Option Diesel BSIV,"82,000 kms",Diesel,Manual,1st Owner,2019,1248 cc,5 Seats,10.25 Lakh
4519,Renault Koleos 4X4 MT,"1,20,000 kms",Diesel,Manual,1st Owner,2016,1995 cc,7 Seats,6.20 Lakh
4520,Honda City EXi,"1,20,000 kms",Petrol,Manual,2nd Owner,2008,1493 cc,5 Seats,2.90 Lakh
4521,Hyundai i20 Asta Option Diesel,"65,000 kms",Diesel,Manual,1st Owner,2017,1582 cc,5 Seats,6.90 Lakh
4522,Toyota Fortuner 2.8 4WD AT,"67,000 kms",Diesel,Automatic,1st Owner,2019,2755 cc,5 Seats,37 Lakh
4523,Maruti Ciaz ZDi Plus SHVS,"79,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,7.25 Lakh
4524,Hyundai Creta SX Opt Diesel,"9,000 kms",Diesel,Manual,1st Owner,2021,2393 cc,5 Seats,18.50 Lakh
4525,Maruti Swift Dzire VDI,"64,000 kms",Diesel,Manual,1st Owner,2018,1248 cc,5 Seats,7.30 Lakh
4526,BMW X1 sDrive20d Expedition,"18,000 kms",Diesel,Automatic,1st Owner,2020,1396 cc,5 Seats,32 Lakh
4527,Kia Seltos HTX Plus D,"38,000 kms",Diesel,Manual,1st Owner,2022,1956 cc,5 Seats,18.25 Lakh
4528,Hyundai Verna CRDi 1.6 SX,"84,000 kms",Diesel,Manual,1st Owner,2018,1582 cc,7 Seats,8.90 Lakh
4529,Toyota Fortuner 2.8 2WD AT BSIV,"95,000 kms",Diesel,Automatic,1st Owner,2017,1197 cc,7 Seats,29 Lakh
4530,Honda Amaze VX i DTEC,"51,000 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats,7.90 Lakh
4531,Toyota Innova Crysta 2.4 ZX MT BSIV,"90,000 kms",Diesel,Manual,2nd Owner,2019,1493 cc,7 Seats,21 Lakh
4532,Maruti Swift DDiS LDI,"65,000 kms",Diesel,Manual,1st Owner,2019,1198 cc,5 Seats,6 Lakh
4533,Hyundai i20 Asta Option 1.4 CRDi,"69,000 kms",Diesel,Manual,1st Owner,2016,3198 cc,5 Seats,7 Lakh
4534,Tata Harrier XZA Plus Dark Edition AT,"40,000 kms",Diesel,Automatic,1st Owner,2020,1462 cc,5 Seats,21 Lakh
4535,Hyundai Verna 1.6 CRDI AT SX Option,"75,000 kms",Diesel,Automatic,1st Owner,2017,1591 cc,5 Seats,9.75 Lakh
4536,Hyundai Grand i10 1.2 Kappa Sportz BSIV,"65,000 kms",Petrol,Manual,1st Owner,2018,2198 cc,5 Seats,5.50 Lakh
4537,Honda City i-VTEC V,"43,000 kms",Petrol,Manual,1st Owner,2019,1956 cc,5 Seats,9.50 Lakh
4538,Hyundai Creta SX Opt Diesel,"23,000 kms",Diesel,Manual,1st Owner,2021,796 cc,5 Seats,18 Lakh
4539,Honda Amaze VX i-VTEC,"27,000 kms",Petrol,Manual,1st Owner,2019,1582 cc,7 Seats,7.40 Lakh
4540,Ford Endeavour 3.2 Titanium AT 4X4,"86,000 kms",Diesel,Automatic,1st Owner,2016,1196 cc,7 Seats,23.50 Lakh
4541,Maruti Ertiga ZXI,"83,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats,10.40 Lakh
4542,Hyundai Verna 1.6 SX VTVT AT,"44,000 kms",Petrol,Automatic,2nd Owner,2014,796 cc,5 Seats,6.50 Lakh
4543,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,"1,10,000 kms",Diesel,Automatic,1st Owner,2018,999 cc,5 Seats,27.50 Lakh
4544,Tata Harrier XZA Plus Dark Edition AT,"39,000 kms",Diesel,Automatic,1st Owner,2020,1373 cc,5 Seats,21 Lakh
4545,Maruti Alto 800 LXI Opt BSIV,"18,000 kms",Petrol,Manual,1st Owner,2019,1373 cc,5 Seats,3.65 Lakh
4546,Hyundai Creta 1.6 CRDi AT SX Plus,"91,000 kms",Diesel,Automatic,1st Owner,2017,1498 cc,5 Seats,11.90 Lakh
4547,Maruti Eeco 5 Seater AC BSIV,"1,04,911 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats,3.58 Lakh
4548,Hyundai Grand i10 1.2 Kappa Sportz Option,"1,27,509 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,4.55 Lakh
4549,Maruti Alto 800 LXI,"29,353 kms",Petrol,Manual,1st Owner,2019,1451 cc,5 Seats,3.28 Lakh
4550,Renault Kiger RXZ Turbo,"42,859 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,8.10 Lakh
4551,Maruti Ertiga VXI CNG,"1,06,785 kms",Cng,Manual,1st Owner,2017,1498 cc,5 Seats,6.52 Lakh
4552,Maruti Ertiga ZXI,"93,703 kms",Petrol,Manual,4th Owner,2013,1299 cc,5 Seats,4.09 Lakh
4553,Honda City i DTEC VX,"1,11,474 kms",Diesel,Manual,2nd Owner,2015,1086 cc,5 Seats,5.29 Lakh
4554,Honda Jazz 1.2 S AT i VTEC,"77,038 kms",Petrol,Automatic,2nd Owner,2015,1461 cc,5 Seats,4.88 Lakh
4555,Maruti Ignis Sigma,"13,945 kms",Petrol,Manual,1st Owner,2021,1086 cc,5 Seats,4.83 Lakh
4556,MG Hector Sharp DCT,"30,106 kms",Petrol,Automatic,1st Owner,2019,1995 cc,7 Seats,16.15 Lakh
4557,Maruti Swift Dzire VXI 1.2,"84,798 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,6.15 Lakh
4558,Honda City i DTec VX,"92,696 kms",Diesel,Manual,2nd Owner,2017,1497 cc,5 Seats,6.80 Lakh
4559,Ford Ikon 1.3 Flair,"80,044 kms",Petrol,Manual,1st Owner,2009,1197 cc,5 Seats,"87,256"
4560,Hyundai Santro Xing GL Plus,"51,974 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats,2.39 Lakh
4561,Renault Fluence Diesel E4,"1,52,000 kms",Diesel,Manual,2nd Owner,2013,2179 cc,5 Seats,3.63 Lakh
4562,Hyundai Santro Xing GLS,"84,508 kms",Petrol,Manual,3rd Owner,2014,796 cc,5 Seats,1.84 Lakh
4563,BMW X1 sDrive20d,"1,00,265 kms",Diesel,Automatic,2nd Owner,2014,1086 cc,5 Seats,10.50 Lakh
4564,Hyundai i20 1.2 Asta,"69,475 kms",Petrol,Manual,2nd Owner,2018,1582 cc,5 Seats,5.68 Lakh
4565,Honda City i VTEC CVT VX,"79,165 kms",Petrol,Automatic,2nd Owner,2015,1199 cc,5 Seats,6.57 Lakh
4566,Toyota Etios Liva G,"1,38,094 kms",Petrol,Manual,2nd Owner,2011,799 cc,5 Seats,2.14 Lakh
4567,Hyundai i20 1.2 Magna Executive,"43,993 kms",Petrol,Manual,2nd Owner,2018,998 cc,5 Seats,5.18 Lakh
4568,Mahindra XUV500 W8 2WD,"77,494 kms",Diesel,Manual,2nd Owner,2012,1461 cc,5 Seats,4.91 Lakh
4569,Maruti Alto 800 LXI,"33,880 kms",Petrol,Manual,1st Owner,2019,1956 cc,5 Seats,2.99 Lakh
4570,Hyundai i10 Magna 1.1L,"98,223 kms",Petrol,Manual,2nd Owner,2012,1198 cc,5 Seats,2.23 Lakh
4571,Hyundai Verna 1.6 SX,"90,387 kms",Diesel,Manual,1st Owner,2012,998 cc,5 Seats,4.16 Lakh
4572,Tata Tiago 1.2 Revotron XZ,"80,176 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats,4.04 Lakh
4573,Renault KWID RXL,"72,685 kms",Petrol,Manual,1st Owner,2016,1582 cc,7 Seats,2.37 Lakh
4574,Maruti Wagon R LXI BS IV,"42,090 kms",Petrol,Manual,1st Owner,2013,999 cc,5 Seats,2.39 Lakh
4575,Renault Duster 110PS Diesel RxL,"1,11,332 kms",Diesel,Manual,2nd Owner,2013,1086 cc,5 Seats,3.50 Lakh
4576,MG Hector Sharp Diesel MT BSIV,"32,744 kms",Diesel,Manual,2nd Owner,2019,1193 cc,5 Seats,15.68 Lakh
4577,Nissan Micra XL,"47,910 kms",Petrol,Manual,3rd Owner,2011,1248 cc,5 Seats,2.07 Lakh
4578,Maruti Wagon R VXI BS IV,"98,466 kms",Petrol,Manual,1st Owner,2014,2494 cc,5 Seats,2.73 Lakh
4579,Maruti Wagon R VXI BS IV,"81,929 kms",Petrol,Manual,3rd Owner,2011,1197 cc,5 Seats,1.66 Lakh
4580,Hyundai Verna 1.6 SX,"56,538 kms",Diesel,Manual,2nd Owner,2011,1197 cc,5 Seats,3.81 Lakh
4581,Renault KWID 1.0 RXL,"61,432 kms",Petrol,Manual,1st Owner,2018,1461 cc,5 Seats,2.69 Lakh
4582,Hyundai Santro Xing GL Plus,"87,733 kms",Petrol,Manual,3rd Owner,2012,1086 cc,5 Seats,1.74 Lakh
4583,Tata Zest Revotron 1.2T XMS,"1,12,991 kms",Petrol,Manual,3rd Owner,2015,1368 cc,5 Seats,2.41 Lakh
4584,Maruti Swift Dzire VDI,"1,24,628 kms",Diesel,Manual,2nd Owner,2012,999 cc,5 Seats,2.98 Lakh
4585,Toyota Innova 2.5 VX (Diesel) 7 Seater,"83,233 kms",Diesel,Manual,1st Owner,2015,998 cc,5 Seats,9.57 Lakh
4586,Maruti Ignis 1.2 Zeta BSIV,"73,140 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats,4.83 Lakh
4587,Hyundai i20 1.2 Magna Opt,"1,11,437 kms",Petrol,Manual,2nd Owner,2012,1197 cc,5 Seats,2.44 Lakh
4588,Nissan Sunny Diesel XV,"1,74,529 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats,2.58 Lakh
4589,Hyundai i10 Era,"78,755 kms",Petrol,Manual,4th Owner,2011,1086 cc,5 Seats,1.74 Lakh
4590,Hyundai Verna VTVT 1.4 E,"35,336 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,6.75 Lakh
4591,Renault KWID Climber 1.0 AMT,"11,755 kms",Petrol,Automatic,1st Owner,2019,1798 cc,5 Seats,4.29 Lakh
4592,Maruti Wagon R LXI BS IV,"95,891 kms",Petrol,Manual,3rd Owner,2010,1497 cc,5 Seats,1.34 Lakh
4593,Maruti Baleno 1.3 Zeta,"76,502 kms",Diesel,Manual,2nd Owner,2018,2143 cc,5 Seats,5.99 Lakh
4594,Maruti Swift Dzire VXI,"29,526 kms",Petrol,Manual,2nd Owner,2021,1198 cc,5 Seats,6.58 Lakh
4595,Hyundai i20 Magna,"59,650 kms",Petrol,Manual,2nd Owner,2012,796 cc,5 Seats,2.77 Lakh
4596,Hyundai Getz 1.1 GVS,"1,22,236 kms",Petrol,Manual,5th Owner,2009,1495 cc,5 Seats,"95,157"
4597,Maruti SX4 S Cross Zeta DDiS 200 SH,"44,641 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,7.58 Lakh
4598,Skoda Superb Elegance 1.8 TSI AT,"77,613 kms",Petrol,Automatic,3rd Owner,2010,1956 cc,5 Seats,3.08 Lakh
4599,Honda City i VTEC CVT VX,"61,687 kms",Petrol,Automatic,2nd Owner,2015,1399 cc,5 Seats,6.83 Lakh
4600,Mercedes-Benz CLA 200 CDI Sport,"1,44,496 kms",Diesel,Automatic,1st Owner,2016,1497 cc,5 Seats,16.36 Lakh
4601,Honda Brio EX MT,"1,49,636 kms",Petrol,Manual,3rd Owner,2013,1197 cc,5 Seats,2.11 Lakh
4602,Maruti Alto 800 LXI,"95,489 kms",Petrol,Manual,1st Owner,2015,1061 cc,5 Seats,1.99 Lakh
4603,Hyundai Accent Executive,"1,55,835 kms",Petrol,Manual,4th Owner,2011,1198 cc,5 Seats,1.38 Lakh
4604,Maruti Swift VXI,"51,371 kms",Petrol,Manual,1st Owner,2019,799 cc,5 Seats,5.48 Lakh
4605,Jeep Compass 2.0 Limited 4X4,"57,400 kms",Diesel,Manual,1st Owner,2018,1368 cc,7 Seats,12.87 Lakh
4606,Ford Figo Diesel Titanium,"1,46,439 kms",Diesel,Manual,1st Owner,2011,2400 cc,5 Seats,1.56 Lakh
4607,Honda City 1.5 V MT,"69,733 kms",Petrol,Manual,1st Owner,2011,1461 cc,5 Seats,4.01 Lakh
4608,Hyundai Xcent Prime T Plus CNG,"92,124 kms",Cng,Manual,2nd Owner,2018,1197 cc,5 Seats,4.19 Lakh
4609,Maruti Wagon R LXI Minor,"85,191 kms",Petrol,Manual,3rd Owner,2008,1120 cc,5 Seats,"90,698"
4610,Volkswagen Polo 1.2 MPI Highline,"1,57,151 kms",Petrol,Manual,2nd Owner,2014,1248 cc,5 Seats,2.97 Lakh
4611,Renault KWID RXT Optional,"28,691 kms",Petrol,Manual,1st Owner,2018,1591 cc,5 Seats,3.35 Lakh
4612,Fiat Linea T Jet Active,"81,350 kms",Petrol,Manual,3rd Owner,2011,1998 cc,5 Seats,1.20 Lakh
4613,Volvo XC60 D5 Summum,"1,26,553 kms",Diesel,Automatic,1st Owner,2013,999 cc,7 Seats,15.56 Lakh
4614,Nissan Terrano XL Plus 85 PS,"86,019 kms",Diesel,Manual,2nd Owner,2014,1196 cc,5 Seats,4.16 Lakh
4615,Maruti Swift VXI,"22,511 kms",Petrol,Manual,1st Owner,2020,1199 cc,7 Seats,5.68 Lakh
4616,Hyundai Grand i10 CRDi Sportz,"61,893 kms",Diesel,Manual,2nd Owner,2017,2499 cc,5 Seats,4.24 Lakh
4617,Maruti Ertiga ZDI,"1,14,892 kms",Diesel,Manual,2nd Owner,2015,2143 cc,5 Seats,5.55 Lakh
4618,Hyundai Verna VTVT 1.6 SX,"50,720 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,7.71 Lakh
4619,BMW 2 Series 220i M Sport,"18,000 kms",Petrol,Automatic,1st Owner,2021,1199 cc,7 Seats,40 Lakh
4620,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,"16,000 kms",Petrol,Automatic,1st Owner,2022,2179 cc,5 Seats,16.75 Lakh
4621,Maruti Eeco 5 Seater AC 2020-2022,"80,000 kms",Petrol,Manual,2nd Owner,2020,1396 cc,5 Seats,4.15 Lakh
4622,Honda WR-V i-VTEC VX,"17,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,9 Lakh
4623,Lexus NX 300h,"1,11,000 kms",Petrol,Automatic,1st Owner,2018,1186 cc,5 Seats,42 Lakh
4624,Mercedes-Benz M-Class ML 250 CDI,"38,000 kms",Diesel,Automatic,2nd Owner,2015,1498 cc,5 Seats,28.50 Lakh
4625,Maruti Ertiga SHVS VDI,"71,000 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,7.71 Lakh
4626,Honda Amaze V Petrol BSIV,"36,500 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats,6 Lakh
4627,Mahindra XUV500 W8 AWD,"77,000 kms",Diesel,Manual,1st Owner,2013,1499 cc,5 Seats,5.90 Lakh
4628,Hyundai i20 1.4 Asta Option,"68,000 kms",Diesel,Manual,1st Owner,2017,1172 cc,5 Seats,7.11 Lakh
4629,Maruti Swift Dzire VDi,"1,10,000 kms",Diesel,Manual,2nd Owner,2010,1968 cc,5 Seats,2.30 Lakh
4630,Hyundai Xcent 1.2 CRDi SX,"65,000 kms",Diesel,Manual,1st Owner,2018,995 cc,5 Seats,5.50 Lakh
4631,Honda BR-V i-DTEC V MT,"77,000 kms",Diesel,Manual,2nd Owner,2017,1086 cc,5 Seats,7.50 Lakh
4632,Hyundai Grand i10 Asta Option,"60,000 kms",Petrol,Manual,1st Owner,2015,1498 cc,5 Seats,4.50 Lakh
4633,Tata Tiago XTA AMT,"2,640 kms",Petrol,Automatic,1st Owner,2002,1298 cc,5 Seats,6.10 Lakh
4634,Ford Fiesta Petrol Titanium,"60,000 kms",Petrol,Manual,3rd Owner,2011,1493 cc,5 Seats,2.30 Lakh
4635,Fiat Punto 1.2 Active,"80,000 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats,1.60 Lakh
4636,Skoda Octavia 2.0 TDI AT Style Plus,"1,20,000 kms",Diesel,Automatic,3rd Owner,2016,1341 cc,5 Seats,9.30 Lakh
4637,Chevrolet Spark 1.0 LT,"80,000 kms",Petrol,Manual,2nd Owner,2009,1497 cc,5 Seats,"56,000"
4638,Hyundai Santro Xing XE,"25,000 kms",Petrol,Manual,1st Owner,2007,1353 cc,5 Seats,1 Lakh
4639,Honda Amaze SX i-DTEC,"90,000 kms",Diesel,Manual,2nd Owner,2014,1120 cc,5 Seats,3.20 Lakh
4640,Maruti Swift 1.3 LXI,"30,130 kms",Petrol,Manual,2nd Owner,2006,1248 cc,7 Seats,2.15 Lakh
4641,Hyundai Verna SX Opt AT Diesel,"32,000 kms",Diesel,Automatic,1st Owner,2021,1995 cc,5 Seats,15.50 Lakh
4642,Maruti Swift VXI,"13,000 kms",Petrol,Manual,1st Owner,2022,1199 cc,5 Seats,6.75 Lakh
4643,Hyundai Getz GLS,"40,000 kms",Petrol,Manual,2nd Owner,2005,799 cc,5 Seats,1.10 Lakh
4644,Hyundai Creta SX Opt IVT,"20,000 kms",Petrol,Automatic,1st Owner,2021,1298 cc,5 Seats,15.50 Lakh
4645,Kia Seltos GTX Plus DCT,"16,000 kms",Petrol,Automatic,1st Owner,2021,2179 cc,5 Seats,16.51 Lakh
4646,Hyundai Grand i10 CRDi Magna,"60,000 kms",Diesel,Manual,2nd Owner,2014,1461 cc,5 Seats,3.70 Lakh
4647,Maruti Swift Dzire ZDi,"1,20,000 kms",Diesel,Manual,3rd Owner,2010,1086 cc,5 Seats,2.50 Lakh
4648,BMW X1 sDrive20d,"1,20,000 kms",Diesel,Automatic,2nd Owner,2012,1193 cc,5 Seats,7.40 Lakh
4649,Skoda Fabia 1.2L Diesel Elegance,"70,000 kms",Diesel,Manual,2nd Owner,2012,1196 cc,5 Seats,2.10 Lakh
4650,Datsun RediGO T Option,"40,000 kms",Petrol,Manual,1st Owner,2017,1495 cc,5 Seats,1.80 Lakh
